name,url
jeresig/processing-js,https://raw.githubusercontent.com/jeresig/processing-js/master/README.md
junit-team/junit4,https://raw.githubusercontent.com/junit-team/junit4/master/README.md
yui/yuicompressor,https://raw.githubusercontent.com/yui/yuicompressor/master/README.md
unclebob/fitnesse,https://raw.githubusercontent.com/unclebob/fitnesse/master/README.md
bpellin/keepassdroid,https://raw.githubusercontent.com/bpellin/keepassdroid/master/README.md
apache/zookeeper,https://raw.githubusercontent.com/apache/zookeeper/master/README.md
twitter4j/twitter4j,https://raw.githubusercontent.com/twitter4j/twitter4j/master/README.md
rzwitserloot/lombok,https://raw.githubusercontent.com/rzwitserloot/lombok/master/README.md
apache/cassandra,https://raw.githubusercontent.com/apache/cassandra/master/README.md
apache/camel,https://raw.githubusercontent.com/apache/camel/master/README.md
apache/hive,https://raw.githubusercontent.com/apache/hive/master/README.md
voldemort/voldemort,https://raw.githubusercontent.com/voldemort/voldemort/master/README.md
apache/maven,https://raw.githubusercontent.com/apache/maven/master/README.md
apache/activemq,https://raw.githubusercontent.com/apache/activemq/master/README.md
simpligility/android-maven-plugin,https://raw.githubusercontent.com/simpligility/android-maven-plugin/master/README.md
apache/httpcomponents-client,https://raw.githubusercontent.com/apache/httpcomponents-client/master/README.md
apache/shiro,https://raw.githubusercontent.com/apache/shiro/master/README.md
liferay/liferay-portal,https://raw.githubusercontent.com/liferay/liferay-portal/master/README.md
tinkerpop/gremlin,https://raw.githubusercontent.com/tinkerpop/gremlin/master/README.md
robotiumtech/robotium,https://raw.githubusercontent.com/robotiumtech/robotium/master/README.md
jberkel/sms-backup-plus,https://raw.githubusercontent.com/jberkel/sms-backup-plus/master/README.md
ervandew/eclim,https://raw.githubusercontent.com/ervandew/eclim/master/README.md
elastic/elasticsearch,https://raw.githubusercontent.com/elastic/elasticsearch/master/README.md
antlr/antlr4,https://raw.githubusercontent.com/antlr/antlr4/master/README.md
tootallnate/java-websocket,https://raw.githubusercontent.com/tootallnate/java-websocket/master/README.md
awaitility/awaitility,https://raw.githubusercontent.com/awaitility/awaitility/master/README.md
tinkerpop/blueprints,https://raw.githubusercontent.com/tinkerpop/blueprints/master/README.md
ether/pad,https://raw.githubusercontent.com/ether/pad/master/README.md
dropwizard/metrics,https://raw.githubusercontent.com/dropwizard/metrics/master/README.md
hierynomus/sshj,https://raw.githubusercontent.com/hierynomus/sshj/master/README.md
aws/aws-sdk-java,https://raw.githubusercontent.com/aws/aws-sdk-java/master/README.md
twitter/elephant-bird,https://raw.githubusercontent.com/twitter/elephant-bird/master/README.md
brianfrankcooper/ycsb,https://raw.githubusercontent.com/brianfrankcooper/ycsb/master/README.md
flyingsaucerproject/flyingsaucer,https://raw.githubusercontent.com/flyingsaucerproject/flyingsaucer/master/README.md
eishay/jvm-serializers,https://raw.githubusercontent.com/eishay/jvm-serializers/master/README.md
apache/jmeter,https://raw.githubusercontent.com/apache/jmeter/master/README.md
todoroo/astrid,https://raw.githubusercontent.com/todoroo/astrid/master/README.md
xetorthio/jedis,https://raw.githubusercontent.com/xetorthio/jedis/master/README.md
cbeust/testng,https://raw.githubusercontent.com/cbeust/testng/master/README.md
atmosphere/atmosphere,https://raw.githubusercontent.com/atmosphere/atmosphere/master/README.md
cbeust/jcommander,https://raw.githubusercontent.com/cbeust/jcommander/master/README.md
vrapper/vrapper,https://raw.githubusercontent.com/vrapper/vrapper/master/README.md
mongodb/mongo-hadoop,https://raw.githubusercontent.com/mongodb/mongo-hadoop/master/README.md
go-lang-plugin-org/go-lang-idea-plugin,https://raw.githubusercontent.com/go-lang-plugin-org/go-lang-idea-plugin/master/README.md
jackpal/android-terminal-emulator,https://raw.githubusercontent.com/jackpal/android-terminal-emulator/master/README.md
arduino/arduino,https://raw.githubusercontent.com/arduino/arduino/master/README.md
rabbitmq/rabbitmq-tutorials,https://raw.githubusercontent.com/rabbitmq/rabbitmq-tutorials/master/README.md
hibernate/hibernate-orm,https://raw.githubusercontent.com/hibernate/hibernate-orm/master/README.md
geometer/fbreaderj,https://raw.githubusercontent.com/geometer/fbreaderj/master/README.md
phonegap/phonegap-plugins,https://raw.githubusercontent.com/phonegap/phonegap-plugins/master/README.md
modelmapper/modelmapper,https://raw.githubusercontent.com/modelmapper/modelmapper/master/README.md
functionaljava/functionaljava,https://raw.githubusercontent.com/functionaljava/functionaljava/master/README.md
jenkinsci/jenkins,https://raw.githubusercontent.com/jenkinsci/jenkins/master/README.md
spring-projects/spring-framework,https://raw.githubusercontent.com/spring-projects/spring-framework/master/README.md
rstudio/rstudio,https://raw.githubusercontent.com/rstudio/rstudio/master/README.md
validator/validator,https://raw.githubusercontent.com/validator/validator/master/README.md
spockframework/spock,https://raw.githubusercontent.com/spockframework/spock/master/README.md
bukkit/bukkit,https://raw.githubusercontent.com/bukkit/bukkit/master/README.md
p6spy/p6spy,https://raw.githubusercontent.com/p6spy/p6spy/master/README.md
sonarsource/sonarqube,https://raw.githubusercontent.com/sonarsource/sonarqube/master/README.md
osmandapp/osmand,https://raw.githubusercontent.com/osmandapp/osmand/master/README.md
json-path/jsonpath,https://raw.githubusercontent.com/json-path/jsonpath/master/README.md
k9mail/k-9,https://raw.githubusercontent.com/k9mail/k-9/master/README.md
android-async-http/android-async-http,https://raw.githubusercontent.com/android-async-http/android-async-http/master/README.md
kiegroup/drools,https://raw.githubusercontent.com/kiegroup/drools/master/README.md
kiegroup/optaplanner,https://raw.githubusercontent.com/kiegroup/optaplanner/master/README.md
guardianproject/chatsecureandroid,https://raw.githubusercontent.com/guardianproject/chatsecureandroid/master/README.md
slapperwan/gh4a,https://raw.githubusercontent.com/slapperwan/gh4a/master/README.md
spring-projects/greenhouse,https://raw.githubusercontent.com/spring-projects/greenhouse/master/README.md
movingblocks/terasology,https://raw.githubusercontent.com/movingblocks/terasology/master/README.md
twitter-archive/commons,https://raw.githubusercontent.com/twitter-archive/commons/master/README.md
jakewharton/actionbarsherlock,https://raw.githubusercontent.com/jakewharton/actionbarsherlock/master/README.md
sqlcipher/android-database-sqlcipher,https://raw.githubusercontent.com/sqlcipher/android-database-sqlcipher/master/README.md
indy256/codelibrary,https://raw.githubusercontent.com/indy256/codelibrary/master/README.md
fqrouter/fqrouter,https://raw.githubusercontent.com/fqrouter/fqrouter/master/README.md
java-native-access/jna,https://raw.githubusercontent.com/java-native-access/jna/master/README.md
perwendel/spark,https://raw.githubusercontent.com/perwendel/spark/master/README.md
jodaorg/joda-time,https://raw.githubusercontent.com/jodaorg/joda-time/master/README.md
aaberg/sql2o,https://raw.githubusercontent.com/aaberg/sql2o/master/README.md
wizcorp/phonegap-facebook-plugin,https://raw.githubusercontent.com/wizcorp/phonegap-facebook-plugin/master/README.md
dius/java-faker,https://raw.githubusercontent.com/dius/java-faker/master/README.md
nayuki/project-euler-solutions,https://raw.githubusercontent.com/nayuki/project-euler-solutions/master/README.md
eclipse-vertx/vert.x,https://raw.githubusercontent.com/eclipse-vertx/vert.x/master/README.md
wisser/jailer,https://raw.githubusercontent.com/wisser/jailer/master/README.md
gitblit/gitblit,https://raw.githubusercontent.com/gitblit/gitblit/master/README.md
mendhak/gpslogger,https://raw.githubusercontent.com/mendhak/gpslogger/master/README.md
angryip/ipscan,https://raw.githubusercontent.com/angryip/ipscan/master/README.md
java-json-tools/json-schema-validator,https://raw.githubusercontent.com/java-json-tools/json-schema-validator/master/README.md
mpetazzoni/ttorrent,https://raw.githubusercontent.com/mpetazzoni/ttorrent/master/README.md
swagger-api/swagger-core,https://raw.githubusercontent.com/swagger-api/swagger-core/master/README.md
liquibase/liquibase,https://raw.githubusercontent.com/liquibase/liquibase/master/README.md
rajawali/rajawali,https://raw.githubusercontent.com/rajawali/rajawali/master/README.md
cgeo/cgeo,https://raw.githubusercontent.com/cgeo/cgeo/master/README.md
eclipse/jetty.project,https://raw.githubusercontent.com/eclipse/jetty.project/master/README.md
netflix/curator,https://raw.githubusercontent.com/netflix/curator/master/README.md
netflix/astyanax,https://raw.githubusercontent.com/netflix/astyanax/master/README.md
netflix/priam,https://raw.githubusercontent.com/netflix/priam/master/README.md
spring-projects/spring-security-oauth,https://raw.githubusercontent.com/spring-projects/spring-security-oauth/master/README.md
spring-projects/spring-integration,https://raw.githubusercontent.com/spring-projects/spring-integration/master/README.md
querydsl/querydsl,https://raw.githubusercontent.com/querydsl/querydsl/master/README.md
apache/kafka,https://raw.githubusercontent.com/apache/kafka/master/README.md
jetbrains/mps,https://raw.githubusercontent.com/jetbrains/mps/master/README.md
lightbody/browsermob-proxy,https://raw.githubusercontent.com/lightbody/browsermob-proxy/master/README.md
pockethub/pockethub,https://raw.githubusercontent.com/pockethub/pockethub/master/README.md
androidquery/androidquery,https://raw.githubusercontent.com/androidquery/androidquery/master/README.md
nathanmarz/storm,https://raw.githubusercontent.com/nathanmarz/storm/master/README.md
groovy/groovy-core,https://raw.githubusercontent.com/groovy/groovy-core/master/README.md
robobinding/robobinding,https://raw.githubusercontent.com/robobinding/robobinding/master/README.md
opensagres/xdocreport,https://raw.githubusercontent.com/opensagres/xdocreport/master/README.md
voltdb/voltdb,https://raw.githubusercontent.com/voltdb/voltdb/master/README.md
apache/tomcat,https://raw.githubusercontent.com/apache/tomcat/master/README.md
tomakehurst/wiremock,https://raw.githubusercontent.com/tomakehurst/wiremock/master/README.md
greenrobot/greendao,https://raw.githubusercontent.com/greenrobot/greendao/master/README.md
gephi/gephi,https://raw.githubusercontent.com/gephi/gephi/master/README.md
chewiebug/gcviewer,https://raw.githubusercontent.com/chewiebug/gcviewer/master/README.md
internetarchive/heritrix3,https://raw.githubusercontent.com/internetarchive/heritrix3/master/README.md
mitreid-connect/openid-connect-java-spring-server,https://raw.githubusercontent.com/mitreid-connect/openid-connect-java-spring-server/master/README.md
alibaba/fastjson,https://raw.githubusercontent.com/alibaba/fastjson/master/README.md
geoserver/geoserver,https://raw.githubusercontent.com/geoserver/geoserver/master/README.md
geotools/geotools,https://raw.githubusercontent.com/geotools/geotools/master/README.md
nicolasgramlich/andengine,https://raw.githubusercontent.com/nicolasgramlich/andengine/master/README.md
nostra13/android-universal-image-loader,https://raw.githubusercontent.com/nostra13/android-universal-image-loader/master/README.md
lightbend/config,https://raw.githubusercontent.com/lightbend/config/master/README.md
jmxtrans/jmxtrans,https://raw.githubusercontent.com/jmxtrans/jmxtrans/master/README.md
azure/azure-sdk-for-java,https://raw.githubusercontent.com/azure/azure-sdk-for-java/master/README.md
resteasy/resteasy,https://raw.githubusercontent.com/resteasy/resteasy/master/README.md
signalapp/signal-android,https://raw.githubusercontent.com/signalapp/signal-android/master/README.md
netflix/servo,https://raw.githubusercontent.com/netflix/servo/master/README.md
marytts/marytts,https://raw.githubusercontent.com/marytts/marytts/master/README.md
goldmansachs/gs-collections,https://raw.githubusercontent.com/goldmansachs/gs-collections/master/README.md
yasserg/crawler4j,https://raw.githubusercontent.com/yasserg/crawler4j/master/README.md
jlegewie/zotfile,https://raw.githubusercontent.com/jlegewie/zotfile/master/README.md
androidannotations/androidannotations,https://raw.githubusercontent.com/androidannotations/androidannotations/master/README.md
spring-projects/spring-security,https://raw.githubusercontent.com/spring-projects/spring-security/master/README.md
mrniko/netty-socketio,https://raw.githubusercontent.com/mrniko/netty-socketio/master/README.md
soabase/exhibitor,https://raw.githubusercontent.com/soabase/exhibitor/master/README.md
dozermapper/dozer,https://raw.githubusercontent.com/dozermapper/dozer/master/README.md
minecraftforge/minecraftforge,https://raw.githubusercontent.com/minecraftforge/minecraftforge/master/README.md
petrnohejl/android-templates-and-utilities,https://raw.githubusercontent.com/petrnohejl/android-templates-and-utilities/master/README.md
richardwilly98/elasticsearch-river-mongodb,https://raw.githubusercontent.com/richardwilly98/elasticsearch-river-mongodb/master/README.md
ajanata/pretendyourexyzzy,https://raw.githubusercontent.com/ajanata/pretendyourexyzzy/master/README.md
pgjdbc/pgjdbc,https://raw.githubusercontent.com/pgjdbc/pgjdbc/master/README.md
cloudfoundry/uaa,https://raw.githubusercontent.com/cloudfoundry/uaa/master/README.md
springside/springside4,https://raw.githubusercontent.com/springside/springside4/master/README.md
thinkaurelius/titan,https://raw.githubusercontent.com/thinkaurelius/titan/master/README.md
prototik/holoeverywhere,https://raw.githubusercontent.com/prototik/holoeverywhere/master/README.md
open-keychain/open-keychain,https://raw.githubusercontent.com/open-keychain/open-keychain/master/README.md
commonsguy/cw-omnibus,https://raw.githubusercontent.com/commonsguy/cw-omnibus/master/README.md
pentaho/mondrian,https://raw.githubusercontent.com/pentaho/mondrian/master/README.md
hazelcast/hazelcast,https://raw.githubusercontent.com/hazelcast/hazelcast/master/README.md
detro/ghostdriver,https://raw.githubusercontent.com/detro/ghostdriver/master/README.md
bitcoin-wallet/bitcoin-wallet,https://raw.githubusercontent.com/bitcoin-wallet/bitcoin-wallet/master/README.md
hamcrest/javahamcrest,https://raw.githubusercontent.com/hamcrest/javahamcrest/master/README.md
rovo89/xposedinstaller,https://raw.githubusercontent.com/rovo89/xposedinstaller/master/README.md
jgrapht/jgrapht,https://raw.githubusercontent.com/jgrapht/jgrapht/master/README.md
aosp-mirror/platform_frameworks_support,https://raw.githubusercontent.com/aosp-mirror/platform_frameworks_support/master/README.md
traccar/traccar,https://raw.githubusercontent.com/traccar/traccar/master/README.md
buildcraft/buildcraft,https://raw.githubusercontent.com/buildcraft/buildcraft/master/README.md
jfinal/jfinal,https://raw.githubusercontent.com/jfinal/jfinal/master/README.md
twitter/ambrose,https://raw.githubusercontent.com/twitter/ambrose/master/README.md
magefree/mage,https://raw.githubusercontent.com/magefree/mage/master/README.md
springfox/springfox,https://raw.githubusercontent.com/springfox/springfox/master/README.md
spring-projects/spring-hateoas,https://raw.githubusercontent.com/spring-projects/spring-hateoas/master/README.md
plutext/docx4j,https://raw.githubusercontent.com/plutext/docx4j/master/README.md
find-sec-bugs/find-sec-bugs,https://raw.githubusercontent.com/find-sec-bugs/find-sec-bugs/master/README.md
jersey/jersey,https://raw.githubusercontent.com/jersey/jersey/master/README.md
thymeleaf/thymeleaf,https://raw.githubusercontent.com/thymeleaf/thymeleaf/master/README.md
codinguser/gnucash-android,https://raw.githubusercontent.com/codinguser/gnucash-android/master/README.md
searchbox-io/jest,https://raw.githubusercontent.com/searchbox-io/jest/master/README.md
sarxos/webcam-capture,https://raw.githubusercontent.com/sarxos/webcam-capture/master/README.md
jknack/handlebars.java,https://raw.githubusercontent.com/jknack/handlebars.java/master/README.md
openzipkin/zipkin,https://raw.githubusercontent.com/openzipkin/zipkin/master/README.md
ninjaframework/ninja,https://raw.githubusercontent.com/ninjaframework/ninja/master/README.md
apache/dubbo,https://raw.githubusercontent.com/apache/dubbo/master/README.md
naver/ngrinder,https://raw.githubusercontent.com/naver/ngrinder/master/README.md
sable/soot,https://raw.githubusercontent.com/sable/soot/master/README.md
netflix/simianarmy,https://raw.githubusercontent.com/netflix/simianarmy/master/README.md
greenrobot/eventbus,https://raw.githubusercontent.com/greenrobot/eventbus/master/README.md
ron190/jsql-injection,https://raw.githubusercontent.com/ron190/jsql-injection/master/README.md
netflix/eureka,https://raw.githubusercontent.com/netflix/eureka/master/README.md
qii/weiciyuan,https://raw.githubusercontent.com/qii/weiciyuan/master/README.md
zeromq/jeromq,https://raw.githubusercontent.com/zeromq/jeromq/master/README.md
square/dagger,https://raw.githubusercontent.com/square/dagger/master/README.md
prestodb/presto,https://raw.githubusercontent.com/prestodb/presto/master/README.md
unofficial-openjdk/openjdk,https://raw.githubusercontent.com/unofficial-openjdk/openjdk/master/README.md
nanohttpd/nanohttpd,https://raw.githubusercontent.com/nanohttpd/nanohttpd/master/README.md
roboguice/roboguice,https://raw.githubusercontent.com/roboguice/roboguice/master/README.md
jankotek/mapdb,https://raw.githubusercontent.com/jankotek/mapdb/master/README.md
jetbrains/intellij-plugins,https://raw.githubusercontent.com/jetbrains/intellij-plugins/master/README.md
koush/androidasync,https://raw.githubusercontent.com/koush/androidasync/master/README.md
nlpchina/ansj_seg,https://raw.githubusercontent.com/nlpchina/ansj_seg/master/README.md
apache/drill,https://raw.githubusercontent.com/apache/drill/master/README.md
oblac/jodd,https://raw.githubusercontent.com/oblac/jodd/master/README.md
fossasia/phimpme-android,https://raw.githubusercontent.com/fossasia/phimpme-android/master/README.md
pi4j/pi4j,https://raw.githubusercontent.com/pi4j/pi4j/master/README.md
hdrhistogram/hdrhistogram,https://raw.githubusercontent.com/hdrhistogram/hdrhistogram/master/README.md
freeplane/freeplane,https://raw.githubusercontent.com/freeplane/freeplane/master/README.md
stephanenicolas/robospice,https://raw.githubusercontent.com/stephanenicolas/robospice/master/README.md
linkedin/parseq,https://raw.githubusercontent.com/linkedin/parseq/master/README.md
lmax-exchange/disruptor,https://raw.githubusercontent.com/lmax-exchange/disruptor/master/README.md
jesusfreke/smali,https://raw.githubusercontent.com/jesusfreke/smali/master/README.md
vanilla-music/vanilla,https://raw.githubusercontent.com/vanilla-music/vanilla/master/README.md
automattic/simplenote-android,https://raw.githubusercontent.com/automattic/simplenote-android/master/README.md
jcodec/jcodec,https://raw.githubusercontent.com/jcodec/jcodec/master/README.md
pf4j/pf4j,https://raw.githubusercontent.com/pf4j/pf4j/master/README.md
openrefine/openrefine,https://raw.githubusercontent.com/openrefine/openrefine/master/README.md
spring-projects/spring-boot,https://raw.githubusercontent.com/spring-projects/spring-boot/master/README.md
apache/druid,https://raw.githubusercontent.com/apache/druid/master/README.md
neo4j/neo4j,https://raw.githubusercontent.com/neo4j/neo4j/master/README.md
netflix/hystrix,https://raw.githubusercontent.com/netflix/hystrix/master/README.md
datastax/java-driver,https://raw.githubusercontent.com/datastax/java-driver/master/README.md
oldmanpushcart/greys-anatomy,https://raw.githubusercontent.com/oldmanpushcart/greys-anatomy/master/README.md
journeyapps/zxing-android-embedded,https://raw.githubusercontent.com/journeyapps/zxing-android-embedded/master/README.md
orika-mapper/orika,https://raw.githubusercontent.com/orika-mapper/orika/master/README.md
alluxio/alluxio,https://raw.githubusercontent.com/alluxio/alluxio/master/README.md
lwjgl/lwjgl3,https://raw.githubusercontent.com/lwjgl/lwjgl3/master/README.md
pebbletemplates/pebble,https://raw.githubusercontent.com/pebbletemplates/pebble/master/README.md
robovm/robovm,https://raw.githubusercontent.com/robovm/robovm/master/README.md
spring-projects/spring-petclinic,https://raw.githubusercontent.com/spring-projects/spring-petclinic/master/README.md
alibaba/canal,https://raw.githubusercontent.com/alibaba/canal/master/README.md
seleniumhq/selenium,https://raw.githubusercontent.com/seleniumhq/selenium/master/README.md
netflix/ribbon,https://raw.githubusercontent.com/netflix/ribbon/master/README.md
ratpack/ratpack,https://raw.githubusercontent.com/ratpack/ratpack/master/README.md
processing/processing,https://raw.githubusercontent.com/processing/processing/master/README.md
openpnp/openpnp,https://raw.githubusercontent.com/openpnp/openpnp/master/README.md
koral--/android-gif-drawable,https://raw.githubusercontent.com/koral--/android-gif-drawable/master/README.md
redsolution/xabber-android,https://raw.githubusercontent.com/redsolution/xabber-android/master/README.md
google/dagger,https://raw.githubusercontent.com/google/dagger/master/README.md
prometheus/client_java,https://raw.githubusercontent.com/prometheus/client_java/master/README.md
h2oai/h2o-2,https://raw.githubusercontent.com/h2oai/h2o-2/master/README.md
bastillion-io/bastillion,https://raw.githubusercontent.com/bastillion-io/bastillion/master/README.md
netflix/evcache,https://raw.githubusercontent.com/netflix/evcache/master/README.md
ikarus23/mifareclassictool,https://raw.githubusercontent.com/ikarus23/mifareclassictool/master/README.md
mock-server/mockserver,https://raw.githubusercontent.com/mock-server/mockserver/master/README.md
jbake-org/jbake,https://raw.githubusercontent.com/jbake-org/jbake/master/README.md
logstash/logstash-logback-encoder,https://raw.githubusercontent.com/logstash/logstash-logback-encoder/master/README.md
jakewharton/butterknife,https://raw.githubusercontent.com/jakewharton/butterknife/master/README.md
j256/ormlite-android,https://raw.githubusercontent.com/j256/ormlite-android/master/README.md
j-easy/easy-rules,https://raw.githubusercontent.com/j-easy/easy-rules/master/README.md
netflix/zuul,https://raw.githubusercontent.com/netflix/zuul/master/README.md
joel-costigliola/assertj-core,https://raw.githubusercontent.com/joel-costigliola/assertj-core/master/README.md
nhaarman/listviewanimations,https://raw.githubusercontent.com/nhaarman/listviewanimations/master/README.md
code-troopers/android-betterpickers,https://raw.githubusercontent.com/code-troopers/android-betterpickers/master/README.md
athou/commafeed,https://raw.githubusercontent.com/athou/commafeed/master/README.md
puniverse/quasar,https://raw.githubusercontent.com/puniverse/quasar/master/README.md
graphhopper/jsprit,https://raw.githubusercontent.com/graphhopper/jsprit/master/README.md
hekailiang/squirrel,https://raw.githubusercontent.com/hekailiang/squirrel/master/README.md
1hakr/anexplorer,https://raw.githubusercontent.com/1hakr/anexplorer/master/README.md
mixi-inc/androidtraining,https://raw.githubusercontent.com/mixi-inc/androidtraining/master/README.md
openzipkin/brave,https://raw.githubusercontent.com/openzipkin/brave/master/README.md
facebook/buck,https://raw.githubusercontent.com/facebook/buck/master/README.md
morphiaorg/morphia,https://raw.githubusercontent.com/morphiaorg/morphia/master/README.md
brave/link-bubble,https://raw.githubusercontent.com/brave/link-bubble/master/README.md
eugenp/tutorials,https://raw.githubusercontent.com/eugenp/tutorials/master/README.md
apache/cloudstack,https://raw.githubusercontent.com/apache/cloudstack/master/README.md
opensourcebim/bimserver,https://raw.githubusercontent.com/opensourcebim/bimserver/master/README.md
couchbase/couchbase-lite-android,https://raw.githubusercontent.com/couchbase/couchbase-lite-android/master/README.md
googlemaps/android-maps-utils,https://raw.githubusercontent.com/googlemaps/android-maps-utils/master/README.md
j-easy/easy-random,https://raw.githubusercontent.com/j-easy/easy-random/master/README.md
mcxiaoke/android-volley,https://raw.githubusercontent.com/mcxiaoke/android-volley/master/README.md
google/auto,https://raw.githubusercontent.com/google/auto/master/README.md
koush/ion,https://raw.githubusercontent.com/koush/ion/master/README.md
jboss-javassist/javassist,https://raw.githubusercontent.com/jboss-javassist/javassist/master/README.md
m66b/xprivacy,https://raw.githubusercontent.com/m66b/xprivacy/master/README.md
ahmetaa/zemberek-nlp,https://raw.githubusercontent.com/ahmetaa/zemberek-nlp/master/README.md
glyptodon/guacamole-client,https://raw.githubusercontent.com/glyptodon/guacamole-client/master/README.md
mgarin/weblaf,https://raw.githubusercontent.com/mgarin/weblaf/master/README.md
ff4j/ff4j,https://raw.githubusercontent.com/ff4j/ff4j/master/README.md
joelittlejohn/jsonschema2pojo,https://raw.githubusercontent.com/joelittlejohn/jsonschema2pojo/master/README.md
stanfordnlp/corenlp,https://raw.githubusercontent.com/stanfordnlp/corenlp/master/README.md
erickok/transdroid,https://raw.githubusercontent.com/erickok/transdroid/master/README.md
keycloak/keycloak,https://raw.githubusercontent.com/keycloak/keycloak/master/README.md
johncarl81/parceler,https://raw.githubusercontent.com/johncarl81/parceler/master/README.md
luontola/retrolambda,https://raw.githubusercontent.com/luontola/retrolambda/master/README.md
ata4/disunity,https://raw.githubusercontent.com/ata4/disunity/master/README.md
stagemonitor/stagemonitor,https://raw.githubusercontent.com/stagemonitor/stagemonitor/master/README.md
jchambers/pushy,https://raw.githubusercontent.com/jchambers/pushy/master/README.md
languagetool-org/languagetool,https://raw.githubusercontent.com/languagetool-org/languagetool/master/README.md
bilibili/danmakuflamemaster,https://raw.githubusercontent.com/bilibili/danmakuflamemaster/master/README.md
katzer/cordova-plugin-local-notifications,https://raw.githubusercontent.com/katzer/cordova-plugin-local-notifications/master/README.md
komoot/photon,https://raw.githubusercontent.com/komoot/photon/master/README.md
javaee-samples/javaee7-samples,https://raw.githubusercontent.com/javaee-samples/javaee7-samples/master/README.md
checkstyle/checkstyle,https://raw.githubusercontent.com/checkstyle/checkstyle/master/README.md
cjlin1/libsvm,https://raw.githubusercontent.com/cjlin1/libsvm/master/README.md
sannies/mp4parser,https://raw.githubusercontent.com/sannies/mp4parser/master/README.md
galenframework/galen,https://raw.githubusercontent.com/galenframework/galen/master/README.md
gabrielemariotti/cardslib,https://raw.githubusercontent.com/gabrielemariotti/cardslib/master/README.md
openhab/openhab1-addons,https://raw.githubusercontent.com/openhab/openhab1-addons/master/README.md
torakiki/pdfsam,https://raw.githubusercontent.com/torakiki/pdfsam/master/README.md
adoptopenjdk/jitwatch,https://raw.githubusercontent.com/adoptopenjdk/jitwatch/master/README.md
fxmisc/richtextfx,https://raw.githubusercontent.com/fxmisc/richtextfx/master/README.md
syncany/syncany,https://raw.githubusercontent.com/syncany/syncany/master/README.md
brettwooldridge/hikaricp,https://raw.githubusercontent.com/brettwooldridge/hikaricp/master/README.md
pentaho/pentaho-kettle,https://raw.githubusercontent.com/pentaho/pentaho-kettle/master/README.md
mplushnikov/lombok-intellij-plugin,https://raw.githubusercontent.com/mplushnikov/lombok-intellij-plugin/master/README.md
apilayer/restcountries,https://raw.githubusercontent.com/apilayer/restcountries/master/README.md
jphp-group/jphp,https://raw.githubusercontent.com/jphp-group/jphp/master/README.md
drklo/telegram,https://raw.githubusercontent.com/drklo/telegram/master/README.md
yinwang0/pysonar2,https://raw.githubusercontent.com/yinwang0/pysonar2/master/README.md
apache/storm,https://raw.githubusercontent.com/apache/storm/master/README.md
inria/spoon,https://raw.githubusercontent.com/inria/spoon/master/README.md
owasp/securityshepherd,https://raw.githubusercontent.com/owasp/securityshepherd/master/README.md
reactivex/rxnetty,https://raw.githubusercontent.com/reactivex/rxnetty/master/README.md
phishman3579/java-algorithms-implementation,https://raw.githubusercontent.com/phishman3579/java-algorithms-implementation/master/README.md
cellularprivacy/android-imsi-catcher-detector,https://raw.githubusercontent.com/cellularprivacy/android-imsi-catcher-detector/master/README.md
eclipse/deeplearning4j,https://raw.githubusercontent.com/eclipse/deeplearning4j/master/README.md
itext/itextpdf,https://raw.githubusercontent.com/itext/itextpdf/master/README.md
twosigma/beakerx,https://raw.githubusercontent.com/twosigma/beakerx/master/README.md
ruedigermoeller/fast-serialization,https://raw.githubusercontent.com/ruedigermoeller/fast-serialization/master/README.md
gocd/gocd,https://raw.githubusercontent.com/gocd/gocd/master/README.md
jbox2d/jbox2d,https://raw.githubusercontent.com/jbox2d/jbox2d/master/README.md
